Year,Sex,Age,Residence,People with and without disabilities,Province,County,Municipality,Units,GeoCode,Value
2019,Female,16 years and over,,,,,Lizartza,PT,Lizartza,14.0
2010,Female,16 years and over,,,,,Lizartza,PT,Lizartza,7.7
2021,Female,16 years and over,,,,,Lizartza,PT,Lizartza,8.9
2018,Female,16 years and over,,,,,Lizartza,PT,Lizartza,14.9
2018,Female,16 years and over,,,,,Loiu,PT,Loiu,10.9
2021,Female,16 years and over,,,,,Loiu,PT,Loiu,9.7
2020,Female,16 years and over,,,,,Loiu,PT,Loiu,8.4
2016,Female,16 years and over,,,,,Loiu,PT,Loiu,12.0
2015,Female,16 years and over,,,,,Loiu,PT,Loiu,13.0
2019,Female,16 years and over,,,,,Loiu,PT,Loiu,9.6
2010,Female,16 years and over,,,,,Loiu,PT,Loiu,6.9
2016,Female,16 years and over,,,,,Mallabia,PT,Mallabia,12.4
2021,Female,16 years and over,,,,,Mallabia,PT,Mallabia,14.3
2010,Female,16 years and over,,,,,Mallabia,PT,Mallabia,10.2
2015,Female,16 years and over,,,,,Mallabia,PT,Mallabia,13.3
2020,Female,16 years and over,,,,,Mallabia,PT,Mallabia,9.9
2019,Female,16 years and over,,,,,Mallabia,PT,Mallabia,9.6
2018,Female,16 years and over,,,,,Mallabia,PT,Mallabia,11.0
2016,Female,16 years and over,,,,,Mañaria,PT,Mañaria,11.5
2018,Female,16 years and over,,,,,Mañaria,PT,Mañaria,10.3
2015,Female,16 years and over,,,,,Mañaria,PT,Mañaria,11.6
2020,Female,16 years and over,,,,,Mañaria,PT,Mañaria,8.9
2019,Female,16 years and over,,,,,Mañaria,PT,Mañaria,7.4
2021,Female,16 years and over,,,,,Mañaria,PT,Mañaria,11.8
2010,Female,16 years and over,,,,,Mañaria,PT,Mañaria,6.9
2019,Female,16 years and over,,,,,Markina-Xemein,PT,Markina-Xemein,7.4
2010,Female,16 years and over,,,,,Markina-Xemein,PT,Markina-Xemein,7.6
2020,Female,16 years and over,,,,,Markina-Xemein,PT,Markina-Xemein,7.3
2015,Female,16 years and over,,,,,Markina-Xemein,PT,Markina-Xemein,12.7
2018,Female,16 years and over,,,,,Markina-Xemein,PT,Markina-Xemein,7.3
2021,Female,16 years and over,,,,,Markina-Xemein,PT,Markina-Xemein,8.7
2016,Female,16 years and over,,,,,Markina-Xemein,PT,Markina-Xemein,12.0
2021,Female,16 years and over,,,,,Maruri-Jatabe,PT,Maruri-Jatabe,7.9
2010,Female,16 years and over,,,,,Maruri-Jatabe,PT,Maruri-Jatabe,7.2
2016,Female,16 years and over,,,,,Maruri-Jatabe,PT,Maruri-Jatabe,10.6
2020,Female,16 years and over,,,,,Maruri-Jatabe,PT,Maruri-Jatabe,5.0
2018,Female,16 years and over,,,,,Maruri-Jatabe,PT,Maruri-Jatabe,7.3
2015,Female,16 years and over,,,,,Maruri-Jatabe,PT,Maruri-Jatabe,11.8
2019,Female,16 years and over,,,,,Maruri-Jatabe,PT,Maruri-Jatabe,8.0
2015,Female,16 years and over,,,,,Mendaro,PT,Mendaro,15.6
2010,Female,16 years and over,,,,,Mendaro,PT,Mendaro,9.5
2019,Female,16 years and over,,,,,Mendaro,PT,Mendaro,9.9
2021,Female,16 years and over,,,,,Mendaro,PT,Mendaro,10.2
2016,Female,16 years and over,,,,,Mendaro,PT,Mendaro,14.4
2020,Female,16 years and over,,,,,Mendaro,PT,Mendaro,9.7
2018,Female,16 years and over,,,,,Mendaro,PT,Mendaro,12.0
2020,Female,16 years and over,,,,,Mendata,PT,Mendata,5.8
2021,Female,16 years and over,,,,,Mendata,PT,Mendata,7.2
2016,Female,16 years and over,,,,,Mendata,PT,Mendata,12.1
2018,Female,16 years and over,,,,,Mendata,PT,Mendata,5.9
2015,Female,16 years and over,,,,,Mendata,PT,Mendata,7.1
2010,Female,16 years and over,,,,,Mendata,PT,Mendata,3.7
2019,Female,16 years and over,,,,,Mendata,PT,Mendata,7.2
2021,Female,16 years and over,,,,,Mendexa,PT,Mendexa,8.7
2016,Female,16 years and over,,,,,Mendexa,PT,Mendexa,9.1
2015,Female,16 years and over,,,,,Mendexa,PT,Mendexa,7.4
2019,Female,16 years and over,,,,,Mendexa,PT,Mendexa,4.5
2020,Female,16 years and over,,,,,Mendexa,PT,Mendexa,6.3
2018,Female,16 years and over,,,,,Mendexa,PT,Mendexa,5.6
2010,Female,16 years and over,,,,,Mendexa,PT,Mendexa,7.5
2015,Female,16 years and over,,,,,Meñaka,PT,Meñaka,7.5
2010,Female,16 years and over,,,,,Meñaka,PT,Meñaka,6.5
2020,Female,16 years and over,,,,,Meñaka,PT,Meñaka,5.6
2018,Female,16 years and over,,,,,Meñaka,PT,Meñaka,4.7
2019,Female,16 years and over,,,,,Meñaka,PT,Meñaka,8.7
2016,Female,16 years and over,,,,,Meñaka,PT,Meñaka,7.8
2021,Female,16 years and over,,,,,Meñaka,PT,Meñaka,7.3
2020,Female,16 years and over,,,,,Moreda de Álava/Moreda Araba,PT,Moreda de Álava/Moreda Araba,14.0
2021,Female,16 years and over,,,,,Moreda de Álava/Moreda Araba,PT,Moreda de Álava/Moreda Araba,11.5
2019,Female,16 years and over,,,,,Moreda de Álava/Moreda Araba,PT,Moreda de Álava/Moreda Araba,11.7
2015,Female,16 years and over,,,,,Moreda de Álava/Moreda Araba,PT,Moreda de Álava/Moreda Araba,19.1
2018,Female,16 years and over,,,,,Moreda de Álava/Moreda Araba,PT,Moreda de Álava/Moreda Araba,21.7
2016,Female,16 years and over,,,,,Moreda de Álava/Moreda Araba,PT,Moreda de Álava/Moreda Araba,12.5
2010,Female,16 years and over,,,,,Moreda de Álava/Moreda Araba,PT,Moreda de Álava/Moreda Araba,16.0
2021,Female,16 years and over,,,,,Morga,PT,Morga,11.2
2016,Female,16 years and over,,,,,Morga,PT,Morga,9.8
2015,Female,16 years and over,,,,,Morga,PT,Morga,9.9
2020,Female,16 years and over,,,,,Morga,PT,Morga,10.9
2010,Female,16 years and over,,,,,Morga,PT,Morga,10.6
2019,Female,16 years and over,,,,,Morga,PT,Morga,13.0
2018,Female,16 years and over,,,,,Morga,PT,Morga,21.0
2015,Female,16 years and over,,,,,Mundaka,PT,Mundaka,14.7
2016,Female,16 years and over,,,,,Mundaka,PT,Mundaka,12.7
2020,Female,16 years and over,,,,,Mundaka,PT,Mundaka,8.7
2010,Female,16 years and over,,,,,Mundaka,PT,Mundaka,7.3
2019,Female,16 years and over,,,,,Mundaka,PT,Mundaka,8.7
2021,Female,16 years and over,,,,,Mundaka,PT,Mundaka,9.9
2018,Female,16 years and over,,,,,Mundaka,PT,Mundaka,9.8
2015,Female,16 years and over,,,,,Mungia,PT,Mungia,14.7
2019,Female,16 years and over,,,,,Mungia,PT,Mungia,11.5
2010,Female,16 years and over,,,,,Mungia,PT,Mungia,8.9
2016,Female,16 years and over,,,,,Mungia,PT,Mungia,15.8
2020,Female,16 years and over,,,,,Mungia,PT,Mungia,10.6
2021,Female,16 years and over,,,,,Mungia,PT,Mungia,10.7
2018,Female,16 years and over,,,,,Mungia,PT,Mungia,12.0
2021,Female,16 years and over,,,,,Munitibar-Arbatzegi Gerrikaitz,PT,Munitibar-Arbatzegi Gerrikaitz,7.8
2018,Female,16 years and over,,,,,Munitibar-Arbatzegi Gerrikaitz,PT,Munitibar-Arbatzegi Gerrikaitz,4.7
2015,Female,16 years and over,,,,,Munitibar-Arbatzegi Gerrikaitz,PT,Munitibar-Arbatzegi Gerrikaitz,4.5
2016,Female,16 years and over,,,,,Munitibar-Arbatzegi Gerrikaitz,PT,Munitibar-Arbatzegi Gerrikaitz,11.9
2019,Female,16 years and over,,,,,Munitibar-Arbatzegi Gerrikaitz,PT,Munitibar-Arbatzegi Gerrikaitz,6.4
2010,Female,16 years and over,,,,,Munitibar-Arbatzegi Gerrikaitz,PT,Munitibar-Arbatzegi Gerrikaitz,6.2
2020,Female,16 years and over,,,,,Munitibar-Arbatzegi Gerrikaitz,PT,Munitibar-Arbatzegi Gerrikaitz,10.3
2016,Female,16 years and over,,,,,Murueta,PT,Murueta,11.0
2020,Female,16 years and over,,,,,Murueta,PT,Murueta,6.1
2018,Female,16 years and over,,,,,Murueta,PT,Murueta,12.9
2019,Female,16 years and over,,,,,Murueta,PT,Murueta,7.1
2021,Female,16 years and over,,,,,Murueta,PT,Murueta,11.1
2015,Female,16 years and over,,,,,Murueta,PT,Murueta,12.3
2010,Female,16 years and over,,,,,Murueta,PT,Murueta,9.2
2018,Female,16 years and over,,,,,Muskiz,PT,Muskiz,14.6
2010,Female,16 years and over,,,,,Muskiz,PT,Muskiz,9.4
2015,Female,16 years and over,,,,,Muskiz,PT,Muskiz,19.1
2019,Female,16 years and over,,,,,Muskiz,PT,Muskiz,14.1
2020,Female,16 years and over,,,,,Muskiz,PT,Muskiz,13.1
2016,Female,16 years and over,,,,,Muskiz,PT,Muskiz,19.0
2021,Female,16 years and over,,,,,Muskiz,PT,Muskiz,14.0
2016,Female,16 years and over,,,,,Mutiloa,PT,Mutiloa,8.2
2020,Female,16 years and over,,,,,Mutiloa,PT,Mutiloa,5.8
2019,Female,16 years and over,,,,,Mutiloa,PT,Mutiloa,4.2
2018,Female,16 years and over,,,,,Mutiloa,PT,Mutiloa,4.4
2015,Female,16 years and over,,,,,Mutiloa,PT,Mutiloa,12.0
2021,Female,16 years and over,,,,,Mutiloa,PT,Mutiloa,6.7
2010,Female,16 years and over,,,,,Mutiloa,PT,Mutiloa,6.0
2015,Female,16 years and over,,,,,Mutriku,PT,Mutriku,14.9
2020,Female,16 years and over,,,,,Mutriku,PT,Mutriku,12.7
2010,Female,16 years and over,,,,,Mutriku,PT,Mutriku,9.2
2016,Female,16 years and over,,,,,Mutriku,PT,Mutriku,15.4
2018,Female,16 years and over,,,,,Mutriku,PT,Mutriku,11.8
2019,Female,16 years and over,,,,,Mutriku,PT,Mutriku,12.5
2021,Female,16 years and over,,,,,Mutriku,PT,Mutriku,14.2
2021,Female,16 years and over,,,,,Muxika,PT,Muxika,6.5
2020,Female,16 years and over,,,,,Muxika,PT,Muxika,6.2
2019,Female,16 years and over,,,,,Muxika,PT,Muxika,9.3
2010,Female,16 years and over,,,,,Muxika,PT,Muxika,7.9
2016,Female,16 years and over,,,,,Muxika,PT,Muxika,12.9
2015,Female,16 years and over,,,,,Muxika,PT,Muxika,12.3
2018,Female,16 years and over,,,,,Muxika,PT,Muxika,10.7
2018,Female,16 years and over,,,,,Nabarniz,PT,Nabarniz,6.0
2010,Female,16 years and over,,,,,Nabarniz,PT,Nabarniz,5.9
2021,Female,16 years and over,,,,,Nabarniz,PT,Nabarniz,6.0
2020,Female,16 years and over,,,,,Nabarniz,PT,Nabarniz,9.2
2016,Female,16 years and over,,,,,Nabarniz,PT,Nabarniz,8.3
2019,Female,16 years and over,,,,,Nabarniz,PT,Nabarniz,9.9
2015,Female,16 years and over,,,,,Nabarniz,PT,Nabarniz,6.6
2020,Female,16 years and over,,,,,Navaridas,PT,Navaridas,6.3
2021,Female,16 years and over,,,,,Navaridas,PT,Navaridas,7.1
2015,Female,16 years and over,,,,,Navaridas,PT,Navaridas,15.8
2018,Female,16 years and over,,,,,Navaridas,PT,Navaridas,7.3
2016,Female,16 years and over,,,,,Navaridas,PT,Navaridas,8.3
2019,Female,16 years and over,,,,,Navaridas,PT,Navaridas,13.9
2010,Female,16 years and over,,,,,Navaridas,PT,Navaridas,3.3
2016,Female,16 years and over,,,,,Oiartzun,PT,Oiartzun,11.2
2021,Female,16 years and over,,,,,Oiartzun,PT,Oiartzun,7.9
2015,Female,16 years and over,,,,,Oiartzun,PT,Oiartzun,11.2
2020,Female,16 years and over,,,,,Oiartzun,PT,Oiartzun,7.1
2018,Female,16 years and over,,,,,Oiartzun,PT,Oiartzun,8.5
2019,Female,16 years and over,,,,,Oiartzun,PT,Oiartzun,7.7
2010,Female,16 years and over,,,,,Oiartzun,PT,Oiartzun,7.1
2016,Female,16 years and over,,,,,Okondo,PT,Okondo,19.4
2021,Female,16 years and over,,,,,Okondo,PT,Okondo,11.2
2019,Female,16 years and over,,,,,Okondo,PT,Okondo,13.5
2018,Female,16 years and over,,,,,Okondo,PT,Okondo,16.2
2015,Female,16 years and over,,,,,Okondo,PT,Okondo,14.8
2020,Female,16 years and over,,,,,Okondo,PT,Okondo,16.0
2010,Female,16 years and over,,,,,Okondo,PT,Okondo,9.9
2016,Female,16 years and over,,,,,Olaberria,PT,Olaberria,17.1
2015,Female,16 years and over,,,,,Olaberria,PT,Olaberria,15.8
2019,Female,16 years and over,,,,,Olaberria,PT,Olaberria,13.3
2018,Female,16 years and over,,,,,Olaberria,PT,Olaberria,12.8
2020,Female,16 years and over,,,,,Olaberria,PT,Olaberria,12.4
2010,Female,16 years and over,,,,,Olaberria,PT,Olaberria,7.3
2021,Female,16 years and over,,,,,Olaberria,PT,Olaberria,9.1
2021,Female,16 years and over,,,,,Ondarroa,PT,Ondarroa,15.9
2015,Female,16 years and over,,,,,Ondarroa,PT,Ondarroa,20.8
2018,Female,16 years and over,,,,,Ondarroa,PT,Ondarroa,16.0
2020,Female,16 years and over,,,,,Ondarroa,PT,Ondarroa,12.8
2010,Female,16 years and over,,,,,Ondarroa,PT,Ondarroa,10.0
2019,Female,16 years and over,,,,,Ondarroa,PT,Ondarroa,14.6
2016,Female,16 years and over,,,,,Ondarroa,PT,Ondarroa,17.3
2019,Female,16 years and over,,,,,Oñati,PT,Oñati,6.6
2015,Female,16 years and over,,,,,Oñati,PT,Oñati,8.8
2010,Female,16 years and over,,,,,Oñati,PT,Oñati,5.5
2020,Female,16 years and over,,,,,Oñati,PT,Oñati,6.2
2016,Female,16 years and over,,,,,Oñati,PT,Oñati,9.4
2021,Female,16 years and over,,,,,Oñati,PT,Oñati,7.0
2018,Female,16 years and over,,,,,Oñati,PT,Oñati,6.2
2010,Female,16 years and over,,,,,Ordizia,PT,Ordizia,8.8
2018,Female,16 years and over,,,,,Ordizia,PT,Ordizia,12.6
2015,Female,16 years and over,,,,,Ordizia,PT,Ordizia,14.3
2019,Female,16 years and over,,,,,Ordizia,PT,Ordizia,10.5
2016,Female,16 years and over,,,,,Ordizia,PT,Ordizia,15.1
2020,Female,16 years and over,,,,,Ordizia,PT,Ordizia,9.8
2021,Female,16 years and over,,,,,Ordizia,PT,Ordizia,10.5
2021,Female,16 years and over,,,,,Orendain,PT,Orendain,3.7
2018,Female,16 years and over,,,,,Orendain,PT,Orendain,4.1
2010,Female,16 years and over,,,,,Orendain,PT,Orendain,5.7
2020,Female,16 years and over,,,,,Orendain,PT,Orendain,2.0
2016,Female,16 years and over,,,,,Orendain,PT,Orendain,8.5
2019,Female,16 years and over,,,,,Orendain,PT,Orendain,4.2
2015,Female,16 years and over,,,,,Orendain,PT,Orendain,7.0
2021,Female,16 years and over,,,,,Orexa,PT,Orexa,4.8
2010,Female,16 years and over,,,,,Orexa,PT,Orexa,4.0
2020,Female,16 years and over,,,,,Orexa,PT,Orexa,8.3
2016,Female,16 years and over,,,,,Orexa,PT,Orexa,0.0
2018,Female,16 years and over,,,,,Orexa,PT,Orexa,0.0
2019,Female,16 years and over,,,,,Orexa,PT,Orexa,8.3
2015,Female,16 years and over,,,,,Orexa,PT,Orexa,4.0
2020,Female,16 years and over,,,,,Orio,PT,Orio,11.0
2015,Female,16 years and over,,,,,Orio,PT,Orio,14.4
2018,Female,16 years and over,,,,,Orio,PT,Orio,10.4
2010,Female,16 years and over,,,,,Orio,PT,Orio,6.6
2021,Female,16 years and over,,,,,Orio,PT,Orio,11.2
2016,Female,16 years and over,,,,,Orio,PT,Orio,13.9
2019,Female,16 years and over,,,,,Orio,PT,Orio,9.3
2016,Female,16 years and over,,,,,Ormaiztegi,PT,Ormaiztegi,14.2
2021,Female,16 years and over,,,,,Ormaiztegi,PT,Ormaiztegi,8.9
2018,Female,16 years and over,,,,,Ormaiztegi,PT,Ormaiztegi,12.6
2019,Female,16 years and over,,,,,Ormaiztegi,PT,Ormaiztegi,10.2
2015,Female,16 years and over,,,,,Ormaiztegi,PT,Ormaiztegi,11.0
2010,Female,16 years and over,,,,,Ormaiztegi,PT,Ormaiztegi,8.8
2020,Female,16 years and over,,,,,Ormaiztegi,PT,Ormaiztegi,8.4
2019,Female,16 years and over,,,,,Orozko,PT,Orozko,9.8
2020,Female,16 years and over,,,,,Orozko,PT,Orozko,10.9
2015,Female,16 years and over,,,,,Orozko,PT,Orozko,13.8
2018,Female,16 years and over,,,,,Orozko,PT,Orozko,9.7
2010,Female,16 years and over,,,,,Orozko,PT,Orozko,6.6
2016,Female,16 years and over,,,,,Orozko,PT,Orozko,13.9
2021,Female,16 years and over,,,,,Orozko,PT,Orozko,10.8
2020,Female,16 years and over,,,,,Ortuella,PT,Ortuella,14.6
2018,Female,16 years and over,,,,,Ortuella,PT,Ortuella,16.7
2015,Female,16 years and over,,,,,Ortuella,PT,Ortuella,20.0
2010,Female,16 years and over,,,,,Ortuella,PT,Ortuella,8.8
2019,Female,16 years and over,,,,,Ortuella,PT,Ortuella,16.2
2016,Female,16 years and over,,,,,Ortuella,PT,Ortuella,22.0
2021,Female,16 years and over,,,,,Ortuella,PT,Ortuella,18.1
2021,Female,16 years and over,,,,,Otxandio,PT,Otxandio,9.2
2020,Female,16 years and over,,,,,Otxandio,PT,Otxandio,8.5
2016,Female,16 years and over,,,,,Otxandio,PT,Otxandio,12.9
2019,Female,16 years and over,,,,,Otxandio,PT,Otxandio,8.0
2015,Female,16 years and over,,,,,Otxandio,PT,Otxandio,12.4
2010,Female,16 years and over,,,,,Otxandio,PT,Otxandio,5.6
2018,Female,16 years and over,,,,,Otxandio,PT,Otxandio,9.1
2010,Female,16 years and over,,,,,Oyón-Oion,PT,Oyón-Oion,18.1
2021,Female,16 years and over,,,,,Oyón-Oion,PT,Oyón-Oion,19.5
2016,Female,16 years and over,,,,,Oyón-Oion,PT,Oyón-Oion,29.1
2019,Female,16 years and over,,,,,Oyón-Oion,PT,Oyón-Oion,24.7
2015,Female,16 years and over,,,,,Oyón-Oion,PT,Oyón-Oion,25.0
2018,Female,16 years and over,,,,,Oyón-Oion,PT,Oyón-Oion,24.6
2020,Female,16 years and over,,,,,Oyón-Oion,PT,Oyón-Oion,21.2
2019,Female,16 years and over,,,,,Pasaia,PT,Pasaia,11.7
2010,Female,16 years and over,,,,,Pasaia,PT,Pasaia,9.0
2018,Female,16 years and over,,,,,Pasaia,PT,Pasaia,13.3
2015,Female,16 years and over,,,,,Pasaia,PT,Pasaia,15.4
2020,Female,16 years and over,,,,,Pasaia,PT,Pasaia,10.7
2021,Female,16 years and over,,,,,Pasaia,PT,Pasaia,12.3
2016,Female,16 years and over,,,,,Pasaia,PT,Pasaia,15.7
2018,Female,16 years and over,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,11.8
2019,Female,16 years and over,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,6.3
2020,Female,16 years and over,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,4.7
2021,Female,16 years and over,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,4.2
2015,Female,16 years and over,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,8.6
2010,Female,16 years and over,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,10.7
2016,Female,16 years and over,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,6.8
2020,Female,16 years and over,,,,,Plentzia,PT,Plentzia,11.6
2021,Female,16 years and over,,,,,Plentzia,PT,Plentzia,12.0
2015,Female,16 years and over,,,,,Plentzia,PT,Plentzia,16.2
2018,Female,16 years and over,,,,,Plentzia,PT,Plentzia,13.6
2010,Female,16 years and over,,,,,Plentzia,PT,Plentzia,10.1
2019,Female,16 years and over,,,,,Plentzia,PT,Plentzia,11.5
2016,Female,16 years and over,,,,,Plentzia,PT,Plentzia,16.4
2018,Female,16 years and over,,,,,Portugalete,PT,Portugalete,15.2
2010,Female,16 years and over,,,,,Portugalete,PT,Portugalete,9.9
2021,Female,16 years and over,,,,,Portugalete,PT,Portugalete,14.7
2015,Female,16 years and over,,,,,Portugalete,PT,Portugalete,16.4
2019,Female,16 years and over,,,,,Portugalete,PT,Portugalete,14.3
2020,Female,16 years and over,,,,,Portugalete,PT,Portugalete,13.4
2016,Female,16 years and over,,,,,Portugalete,PT,Portugalete,18.0
2020,Female,16 years and over,,,,,Ribera Baja/Erriberabeitia,PT,Ribera Baja/Erriberabeitia,11.5
2021,Female,16 years and over,,,,,Ribera Baja/Erriberabeitia,PT,Ribera Baja/Erriberabeitia,13.3
2019,Female,16 years and over,,,,,Ribera Baja/Erriberabeitia,PT,Ribera Baja/Erriberabeitia,16.7
2010,Female,16 years and over,,,,,Ribera Baja/Erriberabeitia,PT,Ribera Baja/Erriberabeitia,14.5
2016,Female,16 years and over,,,,,Ribera Baja/Erriberabeitia,PT,Ribera Baja/Erriberabeitia,18.1
2015,Female,16 years and over,,,,,Ribera Baja/Erriberabeitia,PT,Ribera Baja/Erriberabeitia,16.9
2018,Female,16 years and over,,,,,Ribera Baja/Erriberabeitia,PT,Ribera Baja/Erriberabeitia,19.9
2015,Female,16 years and over,,,,,Samaniego,PT,Samaniego,5.4
2010,Female,16 years and over,,,,,Samaniego,PT,Samaniego,4.8
2016,Female,16 years and over,,,,,Samaniego,PT,Samaniego,6.9
2018,Female,16 years and over,,,,,Samaniego,PT,Samaniego,2.2
2020,Female,16 years and over,,,,,Samaniego,PT,Samaniego,4.7
2019,Female,16 years and over,,,,,Samaniego,PT,Samaniego,2.5
2021,Female,16 years and over,,,,,Samaniego,PT,Samaniego,5.5
2018,Female,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,10.1
2015,Female,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,11.5
2016,Female,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,11.9
2020,Female,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,8.4
2021,Female,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,5.0
2010,Female,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,4.6
2019,Female,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,7.1
2016,Female,16 years and over,,,,,Santurtzi,PT,Santurtzi,20.4
2010,Female,16 years and over,,,,,Santurtzi,PT,Santurtzi,10.3
2020,Female,16 years and over,,,,,Santurtzi,PT,Santurtzi,15.3
2021,Female,16 years and over,,,,,Santurtzi,PT,Santurtzi,16.9
2018,Female,16 years and over,,,,,Santurtzi,PT,Santurtzi,17.4
2015,Female,16 years and over,,,,,Santurtzi,PT,Santurtzi,18.2
2019,Female,16 years and over,,,,,Santurtzi,PT,Santurtzi,16.2
2016,Female,16 years and over,,,,,Segura,PT,Segura,9.5
2010,Female,16 years and over,,,,,Segura,PT,Segura,8.5
2015,Female,16 years and over,,,,,Segura,PT,Segura,8.8
2020,Female,16 years and over,,,,,Segura,PT,Segura,8.0
2018,Female,16 years and over,,,,,Segura,PT,Segura,7.5
2021,Female,16 years and over,,,,,Segura,PT,Segura,5.8
2019,Female,16 years and over,,,,,Segura,PT,Segura,7.2
2021,Female,16 years and over,,,,,Sestao,PT,Sestao,17.8
2010,Female,16 years and over,,,,,Sestao,PT,Sestao,11.2
2015,Female,16 years and over,,,,,Sestao,PT,Sestao,20.4
2020,Female,16 years and over,,,,,Sestao,PT,Sestao,16.0
2019,Female,16 years and over,,,,,Sestao,PT,Sestao,18.4
2016,Female,16 years and over,,,,,Sestao,PT,Sestao,23.9
2018,Female,16 years and over,,,,,Sestao,PT,Sestao,19.4
2018,Female,16 years and over,,,,,Sondika,PT,Sondika,9.4
2016,Female,16 years and over,,,,,Sondika,PT,Sondika,14.1
2019,Female,16 years and over,,,,,Sondika,PT,Sondika,9.9
2021,Female,16 years and over,,,,,Sondika,PT,Sondika,10.7
2020,Female,16 years and over,,,,,Sondika,PT,Sondika,8.1
2015,Female,16 years and over,,,,,Sondika,PT,Sondika,13.9
2010,Female,16 years and over,,,,,Sondika,PT,Sondika,7.6
2016,Female,16 years and over,,,,,Sopela,PT,Sopela,13.8
2015,Female,16 years and over,,,,,Sopela,PT,Sopela,15.2
2018,Female,16 years and over,,,,,Sopela,PT,Sopela,11.3
2020,Female,16 years and over,,,,,Sopela,PT,Sopela,9.5
2021,Female,16 years and over,,,,,Sopela,PT,Sopela,11.6
2010,Female,16 years and over,,,,,Sopela,PT,Sopela,9.6
2019,Female,16 years and over,,,,,Sopela,PT,Sopela,10.5
2021,Female,16 years and over,,,,,Sopuerta,PT,Sopuerta,12.5
2018,Female,16 years and over,,,,,Sopuerta,PT,Sopuerta,12.7
2019,Female,16 years and over,,,,,Sopuerta,PT,Sopuerta,11.5
2016,Female,16 years and over,,,,,Sopuerta,PT,Sopuerta,15.9
2010,Female,16 years and over,,,,,Sopuerta,PT,Sopuerta,10.8
2020,Female,16 years and over,,,,,Sopuerta,PT,Sopuerta,9.5
2015,Female,16 years and over,,,,,Sopuerta,PT,Sopuerta,19.1
2015,Female,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,17.3
2020,Female,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,14.1
2016,Female,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,20.2
2018,Female,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,16.6
2021,Female,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,14.5
